"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/03/2014","Nordstrom","NORDSTROM 736 9607 RESE AUSTINNORDSTROM 736 9607 RESE AUSTIN TX Card 15 #0060","23.78","debit","Check","PLUS CHECKING","",""
"3/03/2014","Bb T Mortgage","BB and T Mortgage 2013BB and T Mortgage 2013 0693652698","1153.81","debit","Mortgage & Rent","PLUS CHECKING","",""
"3/03/2014","Randalls","RANDALLS STORE 2481 1500 WEST35TH STREET AUSTIN TX Card 15 #0060","39.40","debit","Groceries","PLUS CHECKING","",""
"3/02/2014","Lucys Fried Chicken","Check Card: LUCYS FRIED CHICKEN- AUSTIN TX  03/01/14Card 15 #4032","51.41","debit","Check","PLUS CHECKING","",""
"3/02/2014","Shell","SHELL Service Station AUSTIN TXSHELL Service Station AUSTIN TX Card 15 #4032","58.92","debit","Gas & Fuel","PLUS CHECKING","",""
"3/01/2014","University Cyclerycheck University","Check Card: UNIVERSITY CYCLERYCheck Card: UNIVERSITY CYCLERY AUSTIN TX  02/28/14Card 15 #4032","113.61","debit","Check","PLUS CHECKING","",""
"2/28/2014","Tiered Rate Apy","Tiered Rate APY Earned  0.01%Tiered Rate APY Earned  0.01% 02/01/14 to 02/28/14","0.05","credit","Income","PLUS CHECKING","",""
"2/28/2014","AT&T","ATT TYPE: Payment  ID:ATT TYPE: Payment  ID: 9864031006  CO: ATT ACH ECC CCD","370.81","debit","Mobile Phone","PLUS CHECKING","",""
"2/28/2014","Block Pea Type","The Block on Pea TYPE: WEB PMTSID: 9084434801 CO: The Block on Pea ACH ECC WEB","485.00","debit","room/board","PLUS CHECKING","",""
"2/27/2014","ATM Withdrawal University 3305 Steck Avenue","ATM Withdrawal #000000000442UNIVERSITY FCU 3305 Steck Ave Austin TX457102Card 15 #0060","120.00","debit","Cash & ATM","PLUS CHECKING","",""
"2/27/2014","iTunes","Check Card: APL*APPLE ITUNESSTORE 866-712-7753 CA  02/27/14Card 15 #4032","6.48","debit","Check","PLUS CHECKING","",""
"2/27/2014","Ausrad","AusRad 0693635291","785.00","debit","Doctor","PLUS CHECKING","",""
"2/26/2014","University Cyclerycheck University","Check Card: UNIVERSITY CYCLERYCheck Card: UNIVERSITY CYCLERY AUSTIN TX  02/25/14Card 15 #4032","101.70","debit","Check","PLUS CHECKING","",""
"2/25/2014","Ozone Bike Dept","OZONE BIKE DEPT. AUSTIN TX CardOZONE BIKE DEPT. AUSTIN TX Card 15 #4032","21.65","debit","Check","PLUS CHECKING","",""
"2/25/2014","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #0060","28.98","debit","Groceries","PLUS CHECKING","",""
"2/24/2014","Whole Foods","WHOLE FOODS MARK 525 No AustinWHOLE FOODS MARK 525 No Austin TX Card 15 #0060","49.62","debit","Groceries","PLUS CHECKING","",""
"2/23/2014","Target","TARGET T2409 AUSTIN ARB AUSTINTARGET T2409 AUSTIN ARB AUSTIN TX Card 15 #0060","121.30","debit","Check","PLUS CHECKING","",""
"2/23/2014","Cost Plus World Market","NNT COST PLUS WLD #860220 9333RESEARCH BLVD BL A AUSTIN TX Card 15 #0060","8.62","debit","Check","PLUS CHECKING","",""
"2/22/2014","Corner Austin Txcorner","CORNER STORE 2103 AUSTIN TXCORNER STORE 2103 AUSTIN TX Card 15 #4032","30.18","debit","Gas & Fuel","PLUS CHECKING","",""
"2/22/2014","Chevron","Check Card: CHEVRON 00107135Check Card: CHEVRON 00107135 AUSTIN TX  02/22/14Card 15 #0060","62.08","debit","Gas & Fuel","PLUS CHECKING","",""
"2/22/2014","Costco","COSTCO WHSE #0681 10401COSTCO WHSE #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #0060","147.91","debit","Groceries","PLUS CHECKING","",""
"2/21/2014","nina faulkner","2001","37.94","debit","Utilities","PLUS CHECKING","",""
"2/20/2014","Bark N Purr","Check Card: BARK N PURR AUSTINCheck Card: BARK N PURR AUSTIN TX  02/19/14Card 15 #0060","57.36","debit","Groceries","PLUS CHECKING","",""
"2/20/2014","Tax Products Pe","TAX PRODUCTS PE4 : SBTPG LLCID: 3722260102CO: TAX PRODUCTS PE4 ACH ECC PPD","5676.55","credit","Taxes","PLUS CHECKING","",""
"2/20/2014","Mutual Mobile Wes","MUTUAL MOBILE : WES MONROE  ID:7270944162CO: MUTUAL MOBILE ACH ECC PPD","3664.51","credit","Income","PLUS CHECKING","",""
"2/20/2014","Randalls","RANDALLS STORE 2475 5311RANDALLS STORE 2475 5311 BALCONES DRIVE AUSTIN TX Card 15 #0060","64.16","debit","Groceries","PLUS CHECKING","",""
"2/19/2014","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #0060","81.10","debit","Groceries","PLUS CHECKING","",""
"2/19/2014","costco","1997","283.45","debit","Check","PLUS CHECKING","",""
"2/19/2014","Around Corner Austinaround","AROUND THE CORNER STORE AUSTINAROUND THE CORNER STORE AUSTIN TX Card 15 #4032","44.89","debit","Check","PLUS CHECKING","",""
"2/18/2014","Transfer from Plus Checking","From Share 0080 PLUS CHECKING","350.00","credit","Transfer","REGULAR SAVINGS","",""
"2/18/2014","Mutual Mobile Id","MUTUAL MOBILE : 2.04-2.10  ID:7270944162CO: MUTUAL MOBILE ACH ECC PPD","155.10","credit","Income","PLUS CHECKING","",""
"2/18/2014","Transfer to Regular Savings","To Share 0000 REGULAR SAVINGS","350.00","debit","Transfer","PLUS CHECKING","",""
"2/16/2014","Randalls","RANDALLS STORE00024711","17.84","debit","Groceries","CREDIT CARD","",""
"2/15/2014","ATM Withdrawal University 3305 Steck Avenue","ATM Withdrawal #000000007370UNIVERSITY FCU 3305 Steck Ave Austin TX457102Card 15 #4032","100.00","debit","Cash & ATM","PLUS CHECKING","",""
"2/15/2014","iTunes","Check Card: APL*APPLE ITUNESSTORE 866-712-7753 CA  02/15/14Card 15 #4032","1.07","debit","Check","PLUS CHECKING","",""
"2/14/2014","connie hausman","1996","150.00","debit","Check","PLUS CHECKING","",""
"2/13/2014","Exxon","Check Card: EXXONMOBIL 48030522AUSTIN TX  02/12/14Card 15 #4065","7.50","debit","Gas & Fuel","PLUS CHECKING","",""
"2/13/2014","Mutual Mobile I","MUTUAL MOBILE, I : PAYROLL  ID:1953328475CO: MUTUAL MOBILE, I ACH ECC PPD","80.96","credit","Paycheck","PLUS CHECKING","",""
"2/13/2014","Shell","Check Card: SHELL OIL57542452602 AUSTIN TX  02/12/14Card 15 #4065","62.45","debit","Gas & Fuel","PLUS CHECKING","",""
"2/13/2014","Interest Charge","PURCHASE INTEREST CHARGE","41.01","debit","Finance Charge","CREDIT CARD","",""
"2/12/2014","ATM Deposit University 3305 Steck Avenue","ATM Deposit #000000006256UNIVERSITY FCU 3305 Steck Ave Austin TX 457102 Card 15 #4065","100.00","credit","Income","PLUS CHECKING","",""
"2/12/2014","Corner Austin Txcorner","CORNER STORE 0080 AUSTIN TXCORNER STORE 0080 AUSTIN TX Card 15 #4032","30.00","debit","Uncategorized","PLUS CHECKING","",""
"2/11/2014","Td Ameritrade Ach","TD AMERITRADE : ACH OUT  ID:5470533629CO: TD AMERITRADE ACH ECC PPD","3500.00","credit","Transfer","PLUS CHECKING","",""
"2/10/2014","Draught Housecheck Draught","Check Card: THE DRAUGHT HOUSECheck Card: THE DRAUGHT HOUSE AUSTIN TX  02/08/14Card 15 #4032","21.00","debit","Check","PLUS CHECKING","",""
"2/10/2014","Consumer Reports","#404128000128  CR*CONSUMERREPORTS.OR 800-333-0663 NY  Card 15 #4065","6.95","debit","Check","PLUS CHECKING","",""
"2/10/2014","iTunes","Check Card: APL*APPLE ITUNESSTORE 866-712-7753 CA  02/10/14Card 15 #4032","5.40","debit","Check","PLUS CHECKING","",""
"2/10/2014","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #4065","63.35","debit","Groceries","PLUS CHECKING","",""
"2/10/2014","Univ Tx Austin","UNIV TX AUSTIN : UT PAYMENTID: 1746000203CO: UNIV TX AUSTIN ACH ECC CTX","899.00","credit","Income","PLUS CHECKING","",""
"2/09/2014","Maudie Originalcheck Maudie","Check Card: MAUDIE'S ORIGINALCheck Card: MAUDIE'S ORIGINAL AUSTIN TX  02/08/14Card 15 #4032","58.60","debit","Check","PLUS CHECKING","",""
"2/09/2014","Home Depot","SOU THE HOME DEPOT 532338 1200BARBARA JORDAN BLV AUSTIN TX Card 15 #4065","17.88","debit","Check","PLUS CHECKING","",""
"2/08/2014","Fiddler Greenmusic","Check Card: FIDDLER'S GREENMUSIC S AUSTIN TX  02/07/14Card 15 #4032","11.91","debit","Check","PLUS CHECKING","",""
"2/08/2014","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #4065","50.76","debit","Groceries","PLUS CHECKING","",""
"2/07/2014","Time Warner","#403824000868  TWC*TIME WARNERCABLE 888-TWCABLE TX  Card 15 #4065","149.08","debit","Television","PLUS CHECKING","",""
"2/07/2014","Transfer to CREDIT CARD","CHASE TYPE: EPAY  ID:CHASE TYPE: EPAY  ID: 5760039224  CO: CHASE ACH ECC WEB","1000.00","debit","Credit Card Payment","PLUS CHECKING","",""
"2/07/2014","iTunes","Check Card: APL*APPLE ITUNESSTORE 866-712-7753 CA  02/07/14Card 15 #4032","11.88","debit","Check","PLUS CHECKING","",""
"2/06/2014","Transfer to Plus Checking","To Share 0080 PLUS CHECKINGTo Share 0080 PLUS CHECKING  wash machine","1000.00","debit","Transfer","REGULAR SAVINGS","",""
"2/06/2014","Cox Statesmansubscrip Tx","Check Card: COX*STATESMANSUBSCRIP 512-445-4040 TX  02/05/14Card 15 #4065","25.80","debit","Check","PLUS CHECKING","",""
"2/06/2014","Transfer from Regular Savings","From Share 0000   REGULARFrom Share 0000   REGULAR SAVINGSwash machine","1000.00","credit","Transfer","PLUS CHECKING","",""
"2/06/2014","Randalls","RANDALLS STORE 2481 1500 WEST35TH STREET AUSTIN TX Card 15 #4065","99.23","debit","Groceries","PLUS CHECKING","",""
"2/06/2014","Transfer from Plus Checking","Payment Thank You - Web","1000.00","credit","Credit Card Payment","CREDIT CARD","",""
"2/05/2014","Transfer to Plus Checking","To Share 0080 PLUS CHECKING","1000.00","debit","Transfer","REGULAR SAVINGS","",""
"2/05/2014","Transfer to Plus Checking","To Share 0080 PLUS CHECKING","93.41","debit","Transfer","REGULAR SAVINGS","",""
"2/05/2014","Transfer to Plus Checking","To Share 0080 PLUS CHECKING","236.42","debit","Transfer","REGULAR SAVINGS","",""
"2/05/2014","Whole Foods","WHOLE FOODS MARK 11920 AustinWHOLE FOODS MARK 11920 Austin TX Card 15 #4065","114.46","debit","Groceries","PLUS CHECKING","",""
"2/05/2014","Tavern Austincheck Tavern","Check Card: TAVERN AUSTINCheck Card: TAVERN AUSTIN AUSTIN TX  02/04/14Card 15 #4032","14.37","debit","Check","PLUS CHECKING","",""
"2/05/2014","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","233.42","debit","Financial","PLUS CHECKING","",""
"2/05/2014","Transfer Fee","Transfer fee","3.00","debit","Transfer","PLUS CHECKING","",""
"2/05/2014","Sq Hey Gorgeouswaxing","Check Card: SQ *HEY GORGEOUSWAXING Austin TX  02/05/14Card 15 #4065","18.00","debit","Check","PLUS CHECKING","",""
"2/05/2014","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","122.04","debit","Financial","PLUS CHECKING","",""
"2/05/2014","Transfer Fee","Transfer fee","3.00","debit","Transfer","PLUS CHECKING","",""
"2/05/2014","Transfer from Regular Savings","From Share 0000 REGULAR SAVINGS","93.41","credit","Transfer","PLUS CHECKING","",""
"2/05/2014","Transfer from Regular Savings","From Share 0000 REGULAR SAVINGS","236.42","credit","Transfer","PLUS CHECKING","",""
"2/05/2014","Transfer from Regular Savings","From Share 0000 REGULAR SAVINGS","1000.00","credit","Transfer","PLUS CHECKING","",""
"2/04/2014","Cox Statesmansubscrip Tx","Check Card: COX*STATESMANSUBSCRIP 512-445-4040 TX  02/03/14Card 15 #4065","25.28","debit","Check","PLUS CHECKING","",""
"2/03/2014","Transfer from Plus Checking","From Share 0080 PLUS CHECKING","350.00","credit","Transfer","REGULAR SAVINGS","",""
"2/03/2014","Costco","COSTCO WHSE #0681 10401COSTCO WHSE #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #4065","235.21","debit","Groceries","PLUS CHECKING","",""
"2/03/2014","Check 1886","1886","10034.72","debit","Property Tax","PLUS CHECKING","",""
"2/03/2014","Bb T Mortgage","BB and T Mortgage 2013BB and T Mortgage 2013 0693582233","1153.81","debit","Mortgage & Rent","PLUS CHECKING","",""
"2/03/2014","Transfer to Regular Savings","To Share 0000 REGULAR SAVINGS","350.00","debit","Transfer","PLUS CHECKING","",""
"2/03/2014","Costco Gas","COSTCO GAS #0681 10401 RESEARCHCOSTCO GAS #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #4032","54.96","debit","Gas & Fuel","PLUS CHECKING","",""
"1/31/2014","Transfer to Plus Checking","To Share 0080 PLUS CHECKING","5200.00","debit","Transfer","REGULAR SAVINGS","",""
"1/31/2014","HEB","HEB #202 5808 BURNETT ROADHEB #202 5808 BURNETT ROAD AUSTIN TX Card 15 #4065","67.40","debit","Groceries","PLUS CHECKING","",""
"1/31/2014","Magnolia Cafecheck Magnolia","Check Card: MAGNOLIA CAFECheck Card: MAGNOLIA CAFE AUSTIN TX  01/30/14Card 15 #4032","10.54","debit","Check","PLUS CHECKING","",""
"1/31/2014","AT&T","ATT TYPE: Payment  ID:ATT TYPE: Payment  ID: 9864031006  CO: ATT ACH ECC CCD","370.81","debit","Mobile Phone","PLUS CHECKING","",""
"1/31/2014","Tiered Rate Apy","Tiered Rate APY Earned  0.01%Tiered Rate APY Earned  0.01% 01/01/14 to 01/31/14","0.04","credit","Income","PLUS CHECKING","",""
"1/31/2014","Sq Wright Brosbrew","Check Card: SQ *WRIGHT BROSBREW  and  Austin TX  01/31/14Card 15 #4032","2.98","debit","Check","PLUS CHECKING","",""
"1/31/2014","Transfer from Regular Savings","From Share 0000 REGULAR SAVINGS","5200.00","credit","Transfer","PLUS CHECKING","",""
"1/30/2014","Austin Parkingmeters","Check Card: AUSTIN PARKINGMETERS AUSTIN TX  01/29/14Card 15 #4032","1.00","debit","Check","PLUS CHECKING","",""
"1/30/2014","Macy East Macy","Check Card: MACY'S EAST #704Check Card: MACY'S EAST #704 AUSTIN TX  01/30/14Card 15 #4065","27.05","credit","Check","PLUS CHECKING","",""
"1/30/2014","Austin Parkingmeters","Check Card: AUSTIN PARKINGMETERS AUSTIN TX  01/29/14Card 15 #4032","1.66","debit","Check","PLUS CHECKING","",""
"1/30/2014","Austin Energy","AUSTIN ENERGY-ELECTRIC  andAUSTIN ENERGY-ELECTRIC  and  WATER 0693552324","262.12","debit","Utilities","PLUS CHECKING","",""
"1/30/2014","Mutual Mobile I","MUTUAL MOBILE, I : PAYROLL  ID:1953328475CO: MUTUAL MOBILE, I ACH ECC PPD","3589.57","credit","Paycheck","PLUS CHECKING","",""
"1/30/2014","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #4065","85.02","debit","Groceries","PLUS CHECKING","",""
"1/29/2014","Sq Houndstoothcoffee","Check Card: SQ *HOUNDSTOOTHCOFFEE Austin TX  01/29/14Card 15 #4032","2.40","debit","Check","PLUS CHECKING","",""
"1/29/2014","Whole Foods","WHOLE FOODS MARK 525 No AustinWHOLE FOODS MARK 525 No Austin TX Card 15 #4065","17.88","debit","Groceries","PLUS CHECKING","",""
"1/29/2014","Block Pea Type","The Block on Pea TYPE: WEB PMTSID: 9084434801 CO: The Block on Pea ACH ECC WEB","485.00","debit","room/board","PLUS CHECKING","",""
"1/29/2014","Exxon","EXXONMOBIL 1309 W 45TH STEXXONMOBIL 1309 W 45TH ST AUSTIN TX Card 15 #4032","20.05","debit","Gas & Fuel","PLUS CHECKING","",""
"1/29/2014","Cash Withdrawal","Cash Withdrawal","100.00","debit","Cash & ATM","PLUS CHECKING","",""
"1/28/2014","Target","TARGET T1542 AUSTIN EAS AUSTINTARGET T1542 AUSTIN EAS AUSTIN TX Card 15 #4065","49.12","debit","Groceries","PLUS CHECKING","",""
"1/28/2014","A Tex Family","Check Card: A-TEX FAMILY FUNCENTER AUSTIN TX  01/27/14Card 15 #4065","18.40","debit","Check","PLUS CHECKING","",""
"1/27/2014","Randalls","RANDALLS STORE 2475 5311RANDALLS STORE 2475 5311 BALCONES DRIVE AUSTIN TX Card 15 #4065","105.68","debit","Groceries","PLUS CHECKING","",""
"1/27/2014","Fee Visainternational Service","Debit Card Fee  VISAINTERNATIONAL SERVICE ASSESSMENT  Date 01/23/14  Card 15 #4065","0.01","debit","Fees & Charges","PLUS CHECKING","",""
"1/27/2014","Sjt Resumescheck Sjt","Check Card: SJT* RESUMESCheck Card: SJT* RESUMES 866-936-4904 CY  01/23/14Card 15 #4065","1.00","debit","Check","PLUS CHECKING","",""
"1/27/2014","Fee Visainternational Service","Debit Card Fee  VISAINTERNATIONAL SERVICE ASSESSMENT  Date 01/23/14  Card 15 #4065","0.03","debit","Fees & Charges","PLUS CHECKING","",""
"1/27/2014","Sjt Resumescheck Sjt","Check Card: SJT* RESUMESCheck Card: SJT* RESUMES 866-936-4904 CY  01/23/14Card 15 #4065","3.95","debit","Check","PLUS CHECKING","",""
"1/25/2014","Austin Mac Worksmo","Check Card: AUSTIN MAC WORKSMO-PAC AUSTIN TX  01/24/14Card 15 #4032","31.39","debit","Check","PLUS CHECKING","",""
"1/25/2014","Food Handlers Tx","Check Card: FOOD HANDLERS OFTEXAS 915-204-4747 TX  01/24/14Card 15 #4065","19.99","debit","Check","PLUS CHECKING","",""
"1/25/2014","Jws Wileypublishers Nj","Check Card: JWS*WILEYPUBLISHERS 800-758-9477 NJ  01/24/14Card 15 #4065","175.31","debit","Books & Supplies","PLUS CHECKING","",""
"1/25/2014","iTunes","Check Card: APL*APPLE ITUNESSTORE 866-712-7753 CA  01/25/14Card 15 #4032","8.64","debit","Check","PLUS CHECKING","",""
"1/25/2014","Shell","SHELL Service Station AUSTIN TXSHELL Service Station AUSTIN TX Card 15 #4032","61.05","debit","Gas & Fuel","PLUS CHECKING","",""
"1/24/2014","Randalls","RANDALLS STORE 2475 5311RANDALLS STORE 2475 5311 BALCONES DRIVE AUSTIN TX Card 15 #4065","80.57","debit","Groceries","PLUS CHECKING","",""
"1/24/2014","Randalls","RANDALLS STORE 2471 2727EXPOSITION BLVD AUSTIN TX Card 15 #4032","9.73","debit","Groceries","PLUS CHECKING","",""
"1/24/2014","Peddler Bicyclesho","Check Card: THE PEDDLER BICYCLESHO AUSTIN TX  01/22/14Card 15 #4032","23.82","debit","Check","PLUS CHECKING","",""
"1/23/2014","University Cyclerycheck University","Check Card: UNIVERSITY CYCLERYCheck Card: UNIVERSITY CYCLERY AUSTIN TX  01/22/14Card 15 #4032","15.16","debit","Check","PLUS CHECKING","",""
"1/23/2014","Texas Gas Service","Texas Gas Service 0693550275","62.42","debit","Utilities","PLUS CHECKING","",""
"1/22/2014","Kut Cactus Cafe","Check Card: KUT CACTUS CAFE000-0000000 TX  01/21/14Card 15 #4032","44.00","debit","Check","PLUS CHECKING","",""
"1/22/2014","Kut Radio Ut","Check Card: KUT RADIO UT AUSTIN512-4711631 TX  01/21/14Card 15 #4065","15.00","debit","Charity","PLUS CHECKING","",""
"1/22/2014","Td Ameritrade Ach","TD AMERITRADE : ACH OUT  ID:5470533629CO: TD AMERITRADE ACH ECC PPD","4000.00","credit","Transfer","PLUS CHECKING","",""
"1/22/2014","Mutual Mobile Id","MUTUAL MOBILE : 0108-0113  ID:7270944162CO: MUTUAL MOBILE ACH ECC PPD","118.80","credit","Income","PLUS CHECKING","",""
"1/22/2014","El Alma El","Check Card: EL ALMA 512-6098923Check Card: EL ALMA 512-6098923 TX  01/21/14Card 15 #4065","28.82","debit","Check","PLUS CHECKING","",""
"1/22/2014","Birds Barbershopcheck Birds","Check Card: BIRDS BARBERSHOPCheck Card: BIRDS BARBERSHOP AUSTIN TX  01/21/14Card 15 #4065","20.00","debit","Check","PLUS CHECKING","",""
"1/22/2014","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #4065","43.12","debit","Groceries","PLUS CHECKING","",""
"1/22/2014","Sears","SEARS ROEBUCK   9434","227.31","credit","Check","CREDIT CARD","",""
"1/21/2014","Transfer from Plus Checking","From Share 0080 PLUS CHECKING","350.00","credit","Transfer","REGULAR SAVINGS","",""
"1/21/2014","Transfer to Regular Savings","To Share 0000 REGULAR SAVINGS","350.00","debit","Transfer","PLUS CHECKING","",""
"1/21/2014","Exxon","EXXONMOBIL 1309 W 45TH STEXXONMOBIL 1309 W 45TH ST AUSTIN TX Card 15 #4032","3.64","debit","Gas & Fuel","PLUS CHECKING","",""
"1/21/2014","Bark N Purr","BARK N PURR AUSTIN TX Card 15BARK N PURR AUSTIN TX Card 15 #4065","56.28","debit","Groceries","PLUS CHECKING","",""
"1/21/2014","Costco","COSTCO WHSE #0681 10401COSTCO WHSE #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #4065","87.65","debit","Groceries","PLUS CHECKING","",""
"1/21/2014","Costco - glasses/contacts","COSTCO WHSE #0681 10401COSTCO WHSE #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #4032","337.96","debit","Check","PLUS CHECKING","",""
"1/20/2014","Artistworkscheck Artistworks Ca","Check Card: ARTISTWORKSCheck Card: ARTISTWORKS 800-326-5596 CA  01/18/14Card 15 #4032","90.00","debit","Check","PLUS CHECKING","",""
"1/20/2014","Crown Anchorcheck Crown","Check Card: CROWN AND ANCHORCheck Card: CROWN AND ANCHOR AUSTIN TX  01/18/14Card 15 #4065","12.25","debit","Uncategorized","PLUS CHECKING","",""
"1/19/2014","Randalls","RANDALLS STORE 2481 1500 WEST35TH STREET AUSTIN TX Card 15 #4065","91.76","debit","Groceries","PLUS CHECKING","",""
"1/18/2014","Starbucks","Check Card: STARBUCKS #06341AUSTIN Austin TX  01/18/14Card 15 #4032","20.00","debit","Check","PLUS CHECKING","",""
"1/18/2014","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #4065","78.01","debit","Groceries","PLUS CHECKING","",""
"1/17/2014","SS Barnes & Noble","Check Card:BARNES and NOBLE*COM 800-843-2665 NJ  01/17/14Card 15 #4032","59.51","debit","Education","PLUS CHECKING","",""
"1/17/2014","Far West Opticalcheck","Check Card: FAR WEST OPTICALCheck Card: FAR WEST OPTICAL AUSTIN TX  01/15/14Card 15 #4032","48.25","debit","Doctor","PLUS CHECKING","",""
"1/17/2014","Peoples Pharmacy Austin","PEOPLES PHARMACY - #1 AUSTIN TXPEOPLES PHARMACY - #1 AUSTIN TX Card 15 #4032","40.00","debit","Doctor","PLUS CHECKING","",""
"1/17/2014","austin realty","1989","550.00","debit","room/board","PLUS CHECKING","",""
"1/16/2014","Edward J Peters","Check Card: EDWARD J PETERS MDPA AUSTIN TX  01/15/14Card 15 #4032","60.00","debit","Doctor","PLUS CHECKING","",""
"1/16/2014","Lowe's","LOWE'S #1727 8000 SHOAL CREEKLOWE'S #1727 8000 SHOAL CREEK BLVD AUSTIN TX Card 15 #4065","5.01","debit","Check","PLUS CHECKING","",""
"1/16/2014","Breed Austincheck Breed","Check Card: BREED AND CO AUSTINCheck Card: BREED AND CO AUSTIN TX  01/15/14Card 15 #4032","4.60","debit","Check","PLUS CHECKING","",""
"1/16/2014","Birds Barbershopcheck Birds","Check Card: BIRDS BARBERSHOPCheck Card: BIRDS BARBERSHOP AUSTIN TX  01/15/14Card 15 #4032","26.00","debit","Check","PLUS CHECKING","",""
"1/15/2014","Upper Crust","Check Card: UPPERCRUST BAKERYCheck Card: UPPERCRUST BAKERY AUSTIN TX  01/14/14Card 15 #4032","5.62","debit","Check","PLUS CHECKING","",""
"1/15/2014","Austin Energy","AUSTIN ENERGY-ELECTRIC  andAUSTIN ENERGY-ELECTRIC  and  WATER 0693535114","248.12","debit","Utilities","PLUS CHECKING","",""
"1/15/2014","Groupon","Check Card: GROUPON INCCheck Card: GROUPON INC 877-788-7858 IL  01/14/14Card 15 #4065","29.00","debit","Check","PLUS CHECKING","",""
"1/15/2014","OfficeMax","OFFICE MAX 4615 N LAMAR AUSTINOFFICE MAX 4615 N LAMAR AUSTIN TX Card 15 #4065","44.12","debit","Check","PLUS CHECKING","",""
"1/14/2014","Lowe's","LOWE'S #1727 8000 SHOAL CREEKLOWE'S #1727 8000 SHOAL CREEK BLVD AUSTIN TX Card 15 #4065","16.88","debit","Check","PLUS CHECKING","",""
"1/14/2014","Mutual Mobile I","MUTUAL MOBILE, I : PAYROLL  ID:1953328475CO: MUTUAL MOBILE, I ACH ECC PPD","3619.58","credit","Paycheck","PLUS CHECKING","",""
"1/14/2014","Chipotle","Check Card: CHIPOTLE 0501Check Card: CHIPOTLE 0501 AUSTIN TX  01/13/14Card 15 #4032","7.20","debit","Check","PLUS CHECKING","",""
"1/14/2014","Costco Gas","COSTCO GAS #0681 10401 RESEARCHCOSTCO GAS #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #4065","26.56","debit","Gas & Fuel","PLUS CHECKING","",""
"1/14/2014","Sunrise Mini Mart","SUNRISE MINI MART AUSTIN TXSUNRISE MINI MART AUSTIN TX Card 15 #4032","12.98","debit","Check","PLUS CHECKING","",""
"1/14/2014","Carr and Smith Dental","1885","129.00","debit","Doctor","PLUS CHECKING","",""
"1/14/2014","connie hausman x8","1995","200.00","debit","Check","PLUS CHECKING","",""
"1/14/2014","Costco","COSTCO WHSE #0681 10401COSTCO WHSE #0681 10401 RESEARCH BLVD AUSTIN TX Card 15 #4065","337.99","debit","Groceries","PLUS CHECKING","",""
"1/13/2014","Whole Foods","WHOLE FOODS MARK 525 No AustinWHOLE FOODS MARK 525 No Austin TX Card 15 #4065","8.11","debit","Groceries","PLUS CHECKING","",""
"1/13/2014","iTunes","Check Card: APL*APPLE ITUNESSTORE 866-712-7753 CA  01/13/14Card 15 #4032","5.72","debit","Check","PLUS CHECKING","",""
"1/13/2014","Sears","SEARS.COM 9300","1114.95","debit","Hide from Budgets & Trends","CREDIT CARD","",""
"1/13/2014","Interest Charge","PURCHASE INTEREST CHARGE","35.39","debit","Finance Charge","CREDIT CARD","",""
"1/12/2014","Hydeparktheatre Orgtheat Tx","Check Card: HYDEPARKTHEATRE.ORGHYDEPARKTHEAT TX  01/11/14Card 15 #4065","35.30","debit","Check","PLUS CHECKING","",""
"1/11/2014","HEB","HEB #202 5808 BURNETT ROADHEB #202 5808 BURNETT ROAD AUSTIN TX Card 15 #4065","64.42","debit","Groceries","PLUS CHECKING","",""
"1/11/2014","Fiddler Greenmusic","Check Card: FIDDLER'S GREENMUSIC S AUSTIN TX  01/10/14Card 15 #4032","5.41","debit","Check","PLUS CHECKING","",""
"1/10/2014","Austin Vet Care","Check Card: AUSTIN VET CARE ATCENT AUSTIN TX  01/08/14Card 15 #4065","105.00","debit","Check","PLUS CHECKING","",""
"1/10/2014","Exxon","Check Card: EXXONMOBIL 48030522AUSTIN TX  01/09/14Card 15 #4065","59.76","debit","Gas & Fuel","PLUS CHECKING","",""
